price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,longitude,latitude,has_basement,was_renovated,age
5.6404770238206465,3.0,2.0,1340,1384,3.0,0,0,3,1340,-122.35007633953,47.696998819819,0,0,6
5.424900238995654,4.0,3.25,3540,159430,2.0,0,0,3,3540,-121.898818228586,47.629478440808,0,0,7
5.7332201885627665,5.0,6.5,7270,130017,2.0,0,0,3,6420,-121.980874399272,47.538361895965,1,0,4
5.785821031135321,3.0,2.25,998,904,2.0,0,0,3,798,-122.366360283855,47.697920850091,1,0,7
5.196870750211347,5.0,2.75,3060,7015,1.0,0,0,5,1600,-122.372136651075,47.505311204468,1,0,35
5.01883321105545,3.0,2.5,2130,6969,2.0,0,0,3,2130,-122.02979429752082,47.36797034332757,0,0,11
5.852840845579747,4.0,2.0,2520,6000,1.0,0,0,3,1400,-122.350041473239,47.676266689415,1,1,93
4.924335940970769,4.0,1.0,1940,9533,1.0,0,0,3,1080,-122.208381890011,47.413743675793,1,1,52
5.6820669077460515,3.0,2.5,1350,1250,3.0,0,0,3,1270,-122.387030093565,47.549547349362,1,0,8
5.968825957825928,4.0,2.5,2160,5298,2.5,0,0,4,2160,-122.310097468604,47.610450511346,0,0,112
5.596988111849693,3.0,2.5,1370,1350,2.0,0,0,3,1010,-122.381708754626,47.552834122762,1,0,7
5.425015038044179,4.0,4.5,5420,101930,1.0,0,0,3,3890,-122.005848450267,47.656518883527,1,0,13
5.748503571568331,4.0,2.5,2830,5000,2.0,0,0,3,2830,-122.290068016787,47.659805102815,0,0,19
5.422725176021547,3.0,2.5,2010,2287,2.0,0,0,3,1390,-122.0061070989515,47.558592810481265,1,0,0
5.6415846463020785,4.0,2.75,3300,12090,2.0,0,0,3,3300,-122.218391813534,47.629626732216,0,0,61
5.989898280502176,2.0,2.5,1230,1391,2.0,0,0,3,870,-122.301093606879,47.619187494404,1,1,10
5.294589496434022,3.0,1.5,1720,7119,1.5,0,0,4,1720,-122.31397652411,47.752885612768,0,0,62
5.67374742734073,1.0,1.0,810,2451,1.0,0,0,5,810,-122.375549732728,47.519107673383,0,0,73
6.646690170246266,3.0,1.75,1560,8078,1.5,1,4,4,1560,-122.245140662265,47.577560540968,0,0,86
5.392490536565286,3.0,2.0,2560,216777,1.0,0,0,3,2560,-122.086202064208,47.295558997243,0,0,28
5.260040888315683,4.0,3.25,4700,38412,2.0,0,0,3,3420,-122.165957588719,47.644606303245,1,0,36
5.347185591683123,2.0,1.0,1220,2500,1.0,0,0,3,770,-122.371539913573,47.57280287119,1,1,104
6.069598162813169,5.0,2.75,3650,20150,1.0,0,0,4,2360,-122.224591109906,47.621185212684,1,0,39
6.003852931005903,3.0,3.25,2170,12508,1.5,0,0,5,1650,-122.228899916724,47.566616309921,1,1,86
5.3640977343849405,4.0,2.25,2540,228254,1.0,0,0,3,1450,-121.914053366084,47.720934673665,1,1,24
5.954840459801967,2.0,1.0,910,4500,1.5,0,0,4,910,-122.289120546865,47.563722779141,0,1,108
5.532115366504879,4.0,2.5,2980,4930,2.0,0,0,3,2890,-122.119987706146,47.544319255752,1,0,14
5.61869035248835,4.0,1.75,2120,4650,1.0,0,1,3,1190,-122.399646107667,47.696084593534,1,1,63
5.942951078758777,4.0,3.5,3460,3997,2.0,0,0,3,2560,-122.32964499215,47.671634943306,1,1,10
5.018614131037914,5.0,3.0,2480,10090,1.0,0,0,3,1300,-122.262604968098,47.496443547306,1,1,10
5.233051308092088,3.0,2.25,2200,16921,2.0,0,0,3,2200,-122.048870087165,47.372823069248,0,1,27
5.342776668673258,4.0,2.0,1730,5500,1.0,0,0,5,1010,-122.352859691512,47.531156219124,1,0,71
5.853932992280589,3.0,2.5,2920,34527,1.0,0,4,4,1800,-122.399224962357,47.579859701126,1,1,60
5.430541086359215,3.0,1.0,990,8012,1.0,0,0,4,990,-122.180532681961,47.455629536248,0,0,48
5.365176384039677,4.0,2.5,3040,6887,2.0,0,0,3,3040,-122.015153008372,47.606992130656,0,0,15
5.350497133245044,5.0,3.0,4530,258746,1.5,0,0,4,3200,-122.066973211232,47.771057969219,1,0,11
4.9129232052525404,3.0,1.5,1370,8470,1.0,0,0,4,1370,-122.192675088516,47.287441223896,0,1,53
5.157216899882822,3.0,2.5,1940,4927,2.0,0,0,3,1940,-122.119790527291,47.448180200794,0,1,10
5.312826975815724,3.0,2.5,1040,2643,2.0,0,0,3,720,-122.268635687405,47.516783009762,1,1,10
5.673323267171493,4.0,2.25,1800,8623,1.0,0,0,4,1360,-122.184217626816,47.692176860808,1,0,34
6.10629749910941,3.0,1.75,1720,5000,1.0,0,0,3,1720,-122.290202625909,47.615429210205,0,1,60
6.236669078081675,3.0,1.0,980,6380,1.0,0,0,3,760,-122.309164071292,47.69207770061,1,1,73
